,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
219,00:04.38,10.4921875,-135.015625,-55.5089416504,Marker 0,梦,0,0,0,0,0.0
220,00:04.40,10.5,-134.9921875,-55.490234375,Marker 0,梦,0,0,0,0,0.0
221,00:04.42,10.4921875,-134.9296875,-55.484954834,Marker 0,梦,0,0,0,0,0.0
222,00:04.44,10.46875,-134.90625,-55.4753417969,Marker 0,梦,0,0,0,0,0.0
223,00:04.46,10.421875,-134.859375,-55.4848327637,Marker 0,梦,0,0,0,0,0.0
224,00:04.48,10.421875,-134.8203125,-55.4975585938,Marker 0,梦,0,0,0,0,0.0
225,00:04.50,10.4453125,-134.7890625,-55.5144042969,Marker 0,梦,0,0,0,0,0.0
226,00:04.52,10.4609375,-134.7890625,-55.5138549805,Marker 0,梦,0,0,0,0,0.0
227,00:04.54,10.453125,-134.8515625,-55.496307373,Marker 0,梦,0,0,0,0,0.0
228,00:04.56,10.453125,-134.8671875,-55.4920959473,Marker 0,梦,0,0,0,0,0.0
229,00:04.58,10.484375,-134.875,-55.4869689941,Marker 0,梦,0,0,0,0,0.0
230,00:04.60,10.53125,-134.8828125,-55.4818725586,Marker 0,梦,0,0,0,0,0.0
231,00:04.62,10.5625,-134.8828125,-55.486114502,Marker 0,梦,0,0,0,0,0.0
232,00:04.64,10.5703125,-134.90625,-55.4781188965,Marker 0,梦,0,0,0,0,0.0
233,00:04.66,10.5859375,-134.9453125,-55.4655151367,Marker 0,梦,0,0,0,0,0.0
234,00:04.68,10.609375,-134.9765625,-55.4573974609,Marker 0,梦,0,0,0,0,0.0
235,00:04.70,10.640625,-134.9609375,-55.4566040039,Marker 0,梦,0,0,0,0,0.0
236,00:04.72,10.6640625,-134.96875,-55.4534606934,Marker 0,梦,0,0,0,0,0.0
237,00:04.74,10.65625,-135.0078125,-55.4403381348,Marker 0,梦,0,0,0,0,0.0
238,00:04.76,10.6796875,-135.015625,-55.4446105957,Marker 0,梦,0,0,0,0,0.0
239,00:04.78,10.6796875,-135.0234375,-55.4441833496,Marker 0,梦,0,0,0,0,0.0
240,00:04.80,10.6875,-135.0390625,-55.4479370117,Marker 0,梦,0,0,0,0,0.0
241,00:04.82,10.6953125,-135.0390625,-55.4523010254,Marker 0,梦,0,0,0,0,0.0
242,00:04.84,10.7109375,-135.015625,-55.465057373,Marker 0,梦,0,0,0,0,0.0
243,00:04.86,10.734375,-135.03125,-55.46484375,Marker 0,梦,0,0,0,0,0.0
244,00:04.88,10.796875,-135.0703125,-55.4559326172,Marker 0,梦,0,0,0,0,0.0
245,00:04.90,10.8203125,-135.0703125,-55.4649047852,Marker 0,梦,0,0,0,0,0.0
