,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
254,00:05.8,-2.9140625,-117.7890625,-67.4879150391,Marker 0,梦,0,0,0,0,0.0
255,00:05.10,-2.9296875,-117.765625,-67.4970397949,Marker 0,梦,0,0,0,0,0.0
256,00:05.12,-2.9453125,-117.765625,-67.4919128418,Marker 0,梦,0,0,0,0,0.0
257,00:05.14,-2.96875,-117.75,-67.4928283691,Marker 0,梦,0,0,0,0,0.0
258,00:05.16,-3.015625,-117.71875,-67.4967651367,Marker 0,梦,0,0,0,0,0.0
259,00:05.18,-3.0703125,-117.6640625,-67.5112915039,Marker 0,梦,0,0,0,0,0.0
260,00:05.20,-3.125,-117.640625,-67.515838623,Marker 0,梦,0,0,0,0,0.0
261,00:05.22,-3.1640625,-117.640625,-67.5123596191,Marker 0,梦,0,0,0,0,0.0
262,00:05.24,-3.2109375,-117.640625,-67.5217895508,Marker 0,梦,0,0,0,0,0.0
263,00:05.26,-3.2578125,-117.59375,-67.5633850098,Marker 0,梦,0,0,0,0,0.0
264,00:05.28,-3.2890625,-117.5234375,-67.6272583008,Marker 0,梦,0,0,0,0,0.0
265,00:05.30,-3.3203125,-117.5234375,-67.6417236328,Marker 0,梦,0,0,0,0,0.0
266,00:05.32,-3.3671875,-117.546875,-67.6275024414,Marker 0,梦,0,0,0,0,0.0
267,00:05.34,-3.421875,-117.59375,-67.5582885742,Marker 0,梦,0,0,0,0,0.0
268,00:05.36,-3.484375,-117.625,-67.4706420898,Marker 0,梦,0,0,0,0,0.0
269,00:05.38,-3.546875,-117.640625,-67.3827209473,Marker 0,梦,0,0,0,0,0.0
270,00:05.40,-3.6015625,-117.640625,-67.3279724121,Marker 0,梦,0,0,0,0,0.0
271,00:05.42,-3.625,-117.59375,-67.3418273926,Marker 0,梦,0,0,0,0,0.0
272,00:05.44,-3.625,-117.515625,-67.424987793,Marker 0,梦,0,0,0,0,0.0
273,00:05.46,-3.6171875,-117.484375,-67.5133972168,Marker 0,梦,0,0,0,0,0.0
274,00:05.48,-3.6015625,-117.515625,-67.5793457031,Marker 0,梦,0,0,0,0,0.0
