,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
32195,10:43.90,-0.6484375,-12.8984375,-63.300567627,Marker 41,Contrib per10 res,1,21,0,117,125.61
32196,10:43.92,-0.65625,-13.671875,-63.1393127441,Marker 41,Contrib per10 res,1,21,0,117,125.61
32197,10:43.94,-0.7265625,-14.1796875,-62.9854431152,Marker 41,Contrib per10 res,1,21,0,117,125.61
32198,10:43.96,-0.765625,-14.4140625,-63.0088500977,Marker 41,Contrib per10 res,1,21,0,117,125.61
32199,10:43.98,-0.734375,-14.4453125,-63.1716918945,Marker 41,Contrib per10 res,1,21,0,117,125.61
32200,10:44.0,-0.734375,-14.390625,-63.3161010742,Marker 41,Contrib per10 res,1,21,0,117,125.61
32201,10:44.2,-0.8203125,-14.3515625,-63.2685546875,Marker 41,Contrib per10 res,1,21,0,117,125.61
32202,10:44.4,-0.9609375,-14.296875,-63.0879821777,Marker 41,Contrib per10 res,1,21,0,117,125.61
32203,10:44.6,-1.1171875,-14.1875,-62.975189209,Marker 41,Contrib per10 res,1,21,0,117,125.61
32204,10:44.8,-1.3125,-14.0546875,-62.9898986816,Marker 41,Contrib per10 res,1,21,0,117,125.61
32205,10:44.10,-1.4921875,-13.9921875,-63.0607910156,Marker 41,Contrib per10 res,1,21,0,117,125.61
32206,10:44.12,-1.6171875,-14.046875,-63.1496276855,Marker 41,Contrib per10 res,1,21,0,117,125.61
32207,10:44.14,-1.6328125,-14.171875,-63.2221374512,Marker 41,Contrib per10 res,1,21,0,117,125.61
32208,10:44.16,-1.515625,-14.2890625,-63.2651672363,Marker 41,Contrib per10 res,1,21,0,117,125.61
32209,10:44.18,-1.203125,-14.34375,-63.3254089355,Marker 41,Contrib per10 res,1,21,0,117,125.61
32210,10:44.20,-0.703125,-14.3984375,-63.3342285156,Marker 41,Contrib per10 res,1,21,0,117,125.61
32211,10:44.22,-0.0703125,-14.4765625,-63.2412719727,Marker 41,Contrib per10 res,1,21,0,117,125.61
32212,10:44.24,0.515625,-14.5546875,-63.1394348145,Marker 41,Contrib per10 res,1,21,0,117,125.61
32213,10:44.26,0.9453125,-14.6015625,-62.986541748,Marker 41,Contrib per10 res,1,21,0,117,125.61
32214,10:44.28,1.25,-14.5859375,-62.7863464355,Marker 41,Contrib per10 res,1,21,0,117,125.61
32215,10:44.30,1.515625,-14.515625,-62.6831970215,Marker 41,Contrib per10 res,1,21,0,117,125.61
32216,10:44.32,1.8359375,-14.421875,-62.6771850586,Marker 41,Contrib per10 res,1,21,0,117,125.61
32217,10:44.34,2.2421875,-14.328125,-62.748046875,Marker 41,Contrib per10 res,1,21,0,117,125.61
32218,10:44.36,2.6015625,-14.265625,-62.9335632324,Marker 41,Contrib per10 res,1,21,0,117,125.61
32219,10:44.38,2.796875,-14.2734375,-63.179901123,Marker 41,Contrib per10 res,1,21,0,117,125.61
32220,10:44.40,2.828125,-14.3671875,-63.3636474609,Marker 41,Contrib per10 res,1,21,0,117,125.61
